betaP, Volume Fraction
1.000000000000000000e+00,2.667540920389167014e-01
1.000000000000000000e+00,2.899994270865503543e-01
1.000000000000000000e+00,3.033004829748874864e-01
1.000000000000000000e+00,3.317670170528372875e-01
1.000000000000000000e+00,2.677654694814661784e-01
1.000000000000000000e+00,2.627531001009755229e-01
1.000000000000000000e+00,2.444286341938565754e-01
1.000000000000000000e+00,2.728139848143079083e-01
1.000000000000000000e+00,2.527396147070615218e-01
1.000000000000000000e+00,2.379997056286594637e-01
1.000000000000000000e+00,2.560784274033334751e-01
1.000000000000000000e+00,2.579245499234356642e-01
1.000000000000000000e+00,2.457773549475785468e-01
1.000000000000000000e+00,2.425951223637650145e-01
1.000000000000000000e+00,2.484807723737140761e-01
1.000000000000000000e+00,2.536367371228376300e-01
1.000000000000000000e+00,2.640439475906657951e-01
1.000000000000000000e+00,2.392098853760281640e-01
1.000000000000000000e+00,2.550535554306078700e-01
1.000000000000000000e+00,2.739778518712419064e-01
1.000000000000000000e+00,2.638337936826952168e-01
1.000000000000000000e+00,2.756227354038962574e-01
1.000000000000000000e+00,2.713098714361448782e-01
1.000000000000000000e+00,2.730117962007378440e-01
1.000000000000000000e+00,2.590731366755892884e-01
1.000000000000000000e+00,3.103794686846818029e-01
1.000000000000000000e+00,2.972179559646786484e-01
1.000000000000000000e+00,2.638763383564539655e-01
1.000000000000000000e+00,2.761180852676746178e-01
1.000000000000000000e+00,2.836093974970523846e-01
1.000000000000000000e+00,2.468673349779752502e-01
1.000000000000000000e+00,2.280440538238232562e-01
1.000000000000000000e+00,2.479309466314185972e-01
1.000000000000000000e+00,2.467244203282109027e-01
1.000000000000000000e+00,2.699797616409715939e-01
1.000000000000000000e+00,2.601395403001584006e-01
1.000000000000000000e+00,2.607729839295211960e-01
1.000000000000000000e+00,2.647399683236019707e-01
1.000000000000000000e+00,2.712887748411993427e-01
1.000000000000000000e+00,2.835054112261200521e-01
1.000000000000000000e+00,2.446141063705853935e-01
1.000000000000000000e+00,2.881820685144516059e-01
1.000000000000000000e+00,2.706700518024701685e-01
1.000000000000000000e+00,2.703936849676128462e-01
1.000000000000000000e+00,2.881493933610989044e-01
1.000000000000000000e+00,2.616859322325681969e-01
1.000000000000000000e+00,2.273825069023019119e-01
1.000000000000000000e+00,2.559791242421175506e-01
1.000000000000000000e+00,3.148536302461116820e-01
1.000000000000000000e+00,2.856999402469891924e-01
1.000000000000000000e+00,2.680894704890710023e-01
1.000000000000000000e+00,2.711373118417334527e-01
1.000000000000000000e+00,2.739550606506754860e-01
1.000000000000000000e+00,2.491117894347277539e-01
1.000000000000000000e+00,2.699308982641989152e-01
1.000000000000000000e+00,3.026493336302352732e-01
1.000000000000000000e+00,2.506790859289735329e-01
1.000000000000000000e+00,2.639753559837609287e-01
1.000000000000000000e+00,2.651842672768019438e-01
1.000000000000000000e+00,2.455057972147038636e-01
1.000000000000000000e+00,2.162849812690730567e-01
1.000000000000000000e+00,2.430222889477971215e-01
1.000000000000000000e+00,2.301814091228475134e-01
1.000000000000000000e+00,2.237211996021880589e-01
1.000000000000000000e+00,2.104544685473682952e-01
1.000000000000000000e+00,2.494368468535188565e-01
1.000000000000000000e+00,2.782024340080809233e-01
1.000000000000000000e+00,2.868933941593931891e-01
1.000000000000000000e+00,2.639985723041646248e-01
1.000000000000000000e+00,2.507071790201524930e-01
1.000000000000000000e+00,2.524619904126986225e-01
1.000000000000000000e+00,2.452424197644074155e-01
1.000000000000000000e+00,2.400937757774880832e-01
1.000000000000000000e+00,2.709789754820662311e-01
1.000000000000000000e+00,2.658598768346767116e-01
1.000000000000000000e+00,2.222595516265661875e-01
1.000000000000000000e+00,2.279530325872174412e-01
1.000000000000000000e+00,2.518916671013556874e-01
1.000000000000000000e+00,2.273890149607838140e-01
1.000000000000000000e+00,2.224721717030747614e-01
1.000000000000000000e+00,2.300007259279713556e-01
1.000000000000000000e+00,2.746293756835216371e-01
1.000000000000000000e+00,2.312980986012206641e-01
1.000000000000000000e+00,2.529910874966177503e-01
1.000000000000000000e+00,2.998280693527562990e-01
1.000000000000000000e+00,2.807326274280961820e-01
1.000000000000000000e+00,2.991281020740749752e-01
1.000000000000000000e+00,2.601923563031804942e-01
1.000000000000000000e+00,2.624785690269549332e-01
1.000000000000000000e+00,2.527215685283500379e-01
1.000000000000000000e+00,2.729841949642098919e-01
1.000000000000000000e+00,2.642476811640954160e-01
1.000000000000000000e+00,2.842066765691433350e-01
1.000000000000000000e+00,3.017660109269094670e-01
1.000000000000000000e+00,2.816401038635049647e-01
1.000000000000000000e+00,2.904532493989706587e-01
1.000000000000000000e+00,3.246515612258625283e-01
1.000000000000000000e+00,2.875863288052563083e-01
1.000000000000000000e+00,3.053487208789446572e-01
1.000000000000000000e+00,2.495478524796281850e-01
1.000000000000000000e+00,2.577256117310189332e-01
1.000000000000000000e+00,2.615123604224929288e-01
1.000000000000000000e+00,2.358962324041140313e-01
1.000000000000000000e+00,2.433427396341100724e-01
1.000000000000000000e+00,2.294452688921438388e-01
1.000000000000000000e+00,2.382032270432159482e-01
1.000000000000000000e+00,2.260829494471067458e-01
1.000000000000000000e+00,2.533878408933818438e-01
1.000000000000000000e+00,2.468109023140622471e-01
1.000000000000000000e+00,2.167067196850457622e-01
1.000000000000000000e+00,2.322364622141445678e-01
1.000000000000000000e+00,2.792256356403708950e-01
1.000000000000000000e+00,2.268422801983523696e-01
1.000000000000000000e+00,1.905629349846688914e-01
1.000000000000000000e+00,2.173360474507345375e-01
1.000000000000000000e+00,2.532735965116496568e-01
1.000000000000000000e+00,2.664923451174949776e-01
1.000000000000000000e+00,2.768422118344553984e-01
1.000000000000000000e+00,2.420288399453339734e-01
1.000000000000000000e+00,2.765908932032497547e-01
1.000000000000000000e+00,2.726033100370530149e-01
1.000000000000000000e+00,2.767001453395355748e-01
1.000000000000000000e+00,2.819113835360589904e-01
1.000000000000000000e+00,2.607703515083817924e-01
1.000000000000000000e+00,2.668226974025424969e-01
1.000000000000000000e+00,2.451015104734107775e-01
1.000000000000000000e+00,2.596767946472704480e-01
1.000000000000000000e+00,2.703723677146331328e-01
1.000000000000000000e+00,2.681089033638083263e-01
1.000000000000000000e+00,2.476452732732824513e-01
1.000000000000000000e+00,2.684077947583500268e-01
1.000000000000000000e+00,2.592766294919407466e-01
1.000000000000000000e+00,2.365129362381379885e-01
1.000000000000000000e+00,2.651670729757826250e-01
1.000000000000000000e+00,2.962422890733927838e-01
1.000000000000000000e+00,2.794277420316090832e-01
1.000000000000000000e+00,2.780531096683772629e-01
1.000000000000000000e+00,2.541997862462618829e-01
1.000000000000000000e+00,2.349930855612736014e-01
1.000000000000000000e+00,2.729205474574538104e-01
1.000000000000000000e+00,2.573700868739918768e-01
1.000000000000000000e+00,2.726630635226863775e-01
1.000000000000000000e+00,2.710387409822284099e-01
1.000000000000000000e+00,2.757374564804484507e-01
1.000000000000000000e+00,2.728169369183255921e-01
1.000000000000000000e+00,2.643257403230961367e-01
1.000000000000000000e+00,2.651042817347591396e-01
1.000000000000000000e+00,2.651457004670749740e-01
1.000000000000000000e+00,2.729898343517537240e-01
1.000000000000000000e+00,2.469648643265625887e-01
1.000000000000000000e+00,2.628667163266840689e-01
1.000000000000000000e+00,2.590317985970806980e-01
1.000000000000000000e+00,2.447605473610335869e-01
1.000000000000000000e+00,2.195351963845206811e-01
1.000000000000000000e+00,2.433013348583279722e-01
1.000000000000000000e+00,2.214580903011347524e-01
1.000000000000000000e+00,2.232545772315951693e-01
1.000000000000000000e+00,2.332271208483210345e-01
1.000000000000000000e+00,2.356825249573482883e-01
1.000000000000000000e+00,2.706640397753498073e-01
1.000000000000000000e+00,2.667588922702763821e-01
1.000000000000000000e+00,2.871443206527518055e-01
1.000000000000000000e+00,2.529703027706763918e-01
1.000000000000000000e+00,2.450029874686096287e-01
1.000000000000000000e+00,2.456956991269649004e-01
1.000000000000000000e+00,2.746877098319336907e-01
1.000000000000000000e+00,2.468972038274520053e-01
1.000000000000000000e+00,2.325140941549617424e-01
1.000000000000000000e+00,2.428741558426361358e-01
1.000000000000000000e+00,2.407794860532748160e-01
1.000000000000000000e+00,2.650899815852797436e-01
1.000000000000000000e+00,2.161190257054782793e-01
1.000000000000000000e+00,2.835449093275903554e-01
1.000000000000000000e+00,2.849316864335689203e-01
1.000000000000000000e+00,2.914271088041893165e-01
1.000000000000000000e+00,2.586849746795992777e-01
1.000000000000000000e+00,2.684831990674924618e-01
1.000000000000000000e+00,2.724436913403915361e-01
1.000000000000000000e+00,2.925106667207804656e-01
1.000000000000000000e+00,2.455883053349880163e-01
1.000000000000000000e+00,2.557159461527429567e-01
1.000000000000000000e+00,2.455868321145591726e-01
1.000000000000000000e+00,2.452237243806759392e-01
1.000000000000000000e+00,2.620671724586380313e-01
1.000000000000000000e+00,2.952588293779484507e-01
1.000000000000000000e+00,2.382754315106951348e-01
1.000000000000000000e+00,2.379214084699335097e-01
1.000000000000000000e+00,2.499797534512455954e-01
1.000000000000000000e+00,2.294561296062685163e-01
1.000000000000000000e+00,2.178694846605545576e-01
1.000000000000000000e+00,2.415852766431914878e-01
1.000000000000000000e+00,2.521900041797662806e-01
1.000000000000000000e+00,2.517234327578292130e-01
1.000000000000000000e+00,2.617978940613379657e-01
1.000000000000000000e+00,2.397987150825033331e-01
1.000000000000000000e+00,2.755572436622412136e-01
1.000000000000000000e+00,2.845537365331512469e-01
1.000000000000000000e+00,2.818598897710467011e-01
1.000000000000000000e+00,2.896938149177546440e-01
1.000000000000000000e+00,2.695092373694621402e-01
1.000000000000000000e+00,2.298964400844274725e-01
1.000000000000000000e+00,2.145598367369640769e-01
1.000000000000000000e+00,2.150572098283992928e-01
1.000000000000000000e+00,2.121477940521341587e-01
1.000000000000000000e+00,2.233361206748985806e-01
1.000000000000000000e+00,1.943230180669594798e-01
1.000000000000000000e+00,2.015995830804190869e-01
1.000000000000000000e+00,2.150951248426193063e-01
1.000000000000000000e+00,2.390769729298987401e-01
1.000000000000000000e+00,2.805111099951974052e-01
1.000000000000000000e+00,2.709434721213198616e-01
1.000000000000000000e+00,2.558616325454185492e-01
1.000000000000000000e+00,2.445369625952427683e-01
1.000000000000000000e+00,2.780737204449834077e-01
1.000000000000000000e+00,2.858273805286223324e-01
1.000000000000000000e+00,2.850890378588571972e-01
1.000000000000000000e+00,2.861647406614964972e-01
1.000000000000000000e+00,2.997549295784266432e-01
1.000000000000000000e+00,2.578570342578989094e-01
1.000000000000000000e+00,2.657110019737268236e-01
1.000000000000000000e+00,2.602998705317208783e-01
1.000000000000000000e+00,2.637804535502049630e-01
1.000000000000000000e+00,2.617512925104595878e-01
1.000000000000000000e+00,2.612987663016661521e-01
1.000000000000000000e+00,2.308175325294962998e-01
1.000000000000000000e+00,2.538248762986003992e-01
1.000000000000000000e+00,2.625916443699503611e-01
1.000000000000000000e+00,2.616051096584548485e-01
1.000000000000000000e+00,2.748992708793011608e-01
1.000000000000000000e+00,2.620467268859396626e-01
1.000000000000000000e+00,2.758727725652823093e-01
1.000000000000000000e+00,2.676363353867599604e-01
1.000000000000000000e+00,2.576771544992822460e-01
1.000000000000000000e+00,2.325535297554676417e-01
1.000000000000000000e+00,2.358200285021213594e-01
1.000000000000000000e+00,2.608891197957108332e-01
1.000000000000000000e+00,3.033041465686281968e-01
1.000000000000000000e+00,2.578618372162709282e-01
1.000000000000000000e+00,2.568405511247414674e-01
1.000000000000000000e+00,2.942353676108418470e-01
1.000000000000000000e+00,3.309466143856046871e-01
1.000000000000000000e+00,2.946159374205209458e-01
1.000000000000000000e+00,2.541756264419989808e-01
1.000000000000000000e+00,2.578808325869231810e-01
1.000000000000000000e+00,3.032224605759592517e-01
1.000000000000000000e+00,2.615857856412525662e-01
1.000000000000000000e+00,2.158026579999333949e-01
1.000000000000000000e+00,2.100368493104693146e-01
1.000000000000000000e+00,2.349725729326142543e-01
1.000000000000000000e+00,2.699428879133352055e-01
1.000000000000000000e+00,2.646077521285895018e-01
1.000000000000000000e+00,2.784882806436180802e-01
1.000000000000000000e+00,2.669789032200016177e-01
1.000000000000000000e+00,2.707144136539166857e-01
1.000000000000000000e+00,2.668812000743336910e-01
1.000000000000000000e+00,2.660472960943250920e-01
1.000000000000000000e+00,2.803743402295352238e-01
1.000000000000000000e+00,2.528634912492762621e-01
1.000000000000000000e+00,2.257334394695256485e-01
1.000000000000000000e+00,2.567827673259747701e-01
1.000000000000000000e+00,2.501122932281684141e-01
1.000000000000000000e+00,2.515496786319526001e-01
1.000000000000000000e+00,2.319245109048506392e-01
1.000000000000000000e+00,2.792940725555485004e-01
1.000000000000000000e+00,2.594103550038213690e-01
1.000000000000000000e+00,2.973828361278819665e-01
1.000000000000000000e+00,2.761565503242032205e-01
1.000000000000000000e+00,2.488781583843224787e-01
1.000000000000000000e+00,2.756692054722199581e-01
1.000000000000000000e+00,2.618560673134179839e-01
1.000000000000000000e+00,3.203209061380252742e-01
1.000000000000000000e+00,2.906009400386985186e-01
1.000000000000000000e+00,2.739313569338941989e-01
1.000000000000000000e+00,2.779502575238594342e-01
1.000000000000000000e+00,3.026823267071211965e-01
1.000000000000000000e+00,2.665536597290818488e-01
1.000000000000000000e+00,2.768321946209395534e-01
1.000000000000000000e+00,2.412714350690706167e-01
1.000000000000000000e+00,2.787012966038741046e-01
1.000000000000000000e+00,2.630464761414699759e-01
1.000000000000000000e+00,2.728355463262283620e-01
1.000000000000000000e+00,2.621511186951006045e-01
1.000000000000000000e+00,2.364659788445857558e-01
1.000000000000000000e+00,2.348075412602549372e-01
1.000000000000000000e+00,2.466891250856395323e-01
1.000000000000000000e+00,2.684955351396058898e-01
1.000000000000000000e+00,2.681892070812161855e-01
1.000000000000000000e+00,2.457992700007901876e-01
1.000000000000000000e+00,2.702837299849324970e-01
1.000000000000000000e+00,2.677543761819674573e-01
1.000000000000000000e+00,2.741706844729987491e-01
1.000000000000000000e+00,2.800339532421943223e-01
1.000000000000000000e+00,2.827244240627614924e-01
1.000000000000000000e+00,2.493742120416591879e-01
1.000000000000000000e+00,2.226954807506036915e-01
1.000000000000000000e+00,2.905078657590458024e-01
1.000000000000000000e+00,2.578239258991808502e-01
1.000000000000000000e+00,2.573102868142528310e-01
1.000000000000000000e+00,2.470797850541805452e-01
1.000000000000000000e+00,2.146160990772920940e-01
1.000000000000000000e+00,2.295513179123040148e-01
1.000000000000000000e+00,2.626098160489410693e-01
1.000000000000000000e+00,2.533381574565838346e-01
1.000000000000000000e+00,2.424772944893162918e-01
1.000000000000000000e+00,2.268185200020298442e-01
1.000000000000000000e+00,2.728608498389644144e-01
1.000000000000000000e+00,2.294030434078547509e-01
1.000000000000000000e+00,2.335439169806051152e-01
1.000000000000000000e+00,2.375487421394731902e-01
1.000000000000000000e+00,2.528106955973116188e-01
1.000000000000000000e+00,2.982454840376796978e-01
1.000000000000000000e+00,2.493374253872935320e-01
1.000000000000000000e+00,2.449365317896210759e-01
1.000000000000000000e+00,2.688453605250065159e-01
1.000000000000000000e+00,2.438577402094493918e-01
1.000000000000000000e+00,2.865527207317883351e-01
1.000000000000000000e+00,3.112078831656892031e-01
1.000000000000000000e+00,2.946417567596329445e-01
1.000000000000000000e+00,2.562151323193262997e-01
1.000000000000000000e+00,2.492841360037987009e-01
1.000000000000000000e+00,2.705655840654674349e-01
1.000000000000000000e+00,2.775981770646655522e-01
1.000000000000000000e+00,2.424183035344871229e-01
1.000000000000000000e+00,2.488018894405914228e-01
1.000000000000000000e+00,2.524093740066001290e-01
1.000000000000000000e+00,2.096890516165884621e-01
1.000000000000000000e+00,2.201846781369220796e-01
1.000000000000000000e+00,2.333196054182207768e-01
1.000000000000000000e+00,2.045402249249330950e-01
1.000000000000000000e+00,2.424045860589421064e-01
1.000000000000000000e+00,2.756135329299211900e-01
1.000000000000000000e+00,2.460087557907771616e-01
1.000000000000000000e+00,2.538487052040025449e-01
1.000000000000000000e+00,2.459742718432504360e-01
1.000000000000000000e+00,2.829031031768322602e-01
1.000000000000000000e+00,2.463123076199952022e-01
1.000000000000000000e+00,2.485543833457183605e-01
1.000000000000000000e+00,2.446356457019346897e-01
1.000000000000000000e+00,2.710259396591896963e-01
1.000000000000000000e+00,2.796660145130226982e-01
1.000000000000000000e+00,2.827823127000979042e-01
1.000000000000000000e+00,2.670717338212482139e-01
1.000000000000000000e+00,2.762896524738376880e-01
1.000000000000000000e+00,3.085298458110197761e-01
1.000000000000000000e+00,3.290281113942769009e-01
1.000000000000000000e+00,2.961686775035868857e-01
1.000000000000000000e+00,2.898305752025053805e-01
1.000000000000000000e+00,2.577571279905951918e-01
1.000000000000000000e+00,2.547108700933574110e-01
1.000000000000000000e+00,2.684410008667603154e-01
1.000000000000000000e+00,2.416193655605416712e-01
1.000000000000000000e+00,2.422143031050857376e-01
1.000000000000000000e+00,2.706802608175933322e-01
1.000000000000000000e+00,3.034773103384186266e-01
1.000000000000000000e+00,2.939690808086957152e-01
1.000000000000000000e+00,2.591771915223058942e-01
1.000000000000000000e+00,2.508698524278951680e-01
1.000000000000000000e+00,2.751345706890345744e-01
1.000000000000000000e+00,2.923129500387474655e-01
1.000000000000000000e+00,2.794157377111358698e-01
1.000000000000000000e+00,2.610044423385812218e-01
1.000000000000000000e+00,2.828273182949299636e-01
1.000000000000000000e+00,2.937941456037677646e-01
1.000000000000000000e+00,2.559499805356770796e-01
1.000000000000000000e+00,2.395397234949178666e-01
1.000000000000000000e+00,2.487181480977790904e-01
1.000000000000000000e+00,2.467501902804953851e-01
1.000000000000000000e+00,2.421812985627135317e-01
1.000000000000000000e+00,2.669860842506948106e-01
1.000000000000000000e+00,2.607976028088181963e-01
1.000000000000000000e+00,2.519273537795524431e-01
1.000000000000000000e+00,2.785604230135576564e-01
1.000000000000000000e+00,2.777598492144475184e-01
1.000000000000000000e+00,2.958159527981078507e-01
1.000000000000000000e+00,2.648339285850617175e-01
1.000000000000000000e+00,2.908844464332286384e-01
1.000000000000000000e+00,2.822340888944993020e-01
1.000000000000000000e+00,2.923917358482993056e-01
1.000000000000000000e+00,2.526326784128523628e-01
1.000000000000000000e+00,2.634379512350074060e-01
1.000000000000000000e+00,2.728779516618022316e-01
1.000000000000000000e+00,2.861579315163563231e-01
1.000000000000000000e+00,2.555940131085550626e-01
1.000000000000000000e+00,2.909882471832545558e-01
1.000000000000000000e+00,2.362705367517415611e-01
1.000000000000000000e+00,2.630532941317526019e-01
1.000000000000000000e+00,2.499965694104658298e-01
1.000000000000000000e+00,2.537754735244697746e-01
1.000000000000000000e+00,2.325859815461277236e-01
1.000000000000000000e+00,2.299100874751962287e-01
1.000000000000000000e+00,2.579592716766718752e-01
1.000000000000000000e+00,2.466203140260286031e-01
1.000000000000000000e+00,2.505322288615858817e-01
1.000000000000000000e+00,2.524663810032757305e-01
1.000000000000000000e+00,2.617652740116585552e-01
1.000000000000000000e+00,2.788224967252648234e-01
1.000000000000000000e+00,2.755741252437532429e-01
1.000000000000000000e+00,2.532799171691961782e-01
1.000000000000000000e+00,2.736362562075913551e-01
1.000000000000000000e+00,2.401762031815006249e-01
1.000000000000000000e+00,2.587092481040964009e-01
1.000000000000000000e+00,2.997563025279435522e-01
1.000000000000000000e+00,2.920231103125645045e-01
1.000000000000000000e+00,2.586809083227878392e-01
1.000000000000000000e+00,2.716818514782737282e-01
1.000000000000000000e+00,2.524662861667698044e-01
1.000000000000000000e+00,2.601354003577969753e-01
1.000000000000000000e+00,2.415692300470910769e-01
1.000000000000000000e+00,2.758902003192008623e-01
1.000000000000000000e+00,2.705507112421996485e-01
1.000000000000000000e+00,2.770905767810913911e-01
1.000000000000000000e+00,2.897318658377041611e-01
1.000000000000000000e+00,3.350147387996802451e-01
1.000000000000000000e+00,2.723913701677189714e-01
1.000000000000000000e+00,2.854696066028640788e-01
1.000000000000000000e+00,2.618540004126992393e-01
1.000000000000000000e+00,2.532238857674887766e-01
1.000000000000000000e+00,2.666421659899655405e-01
1.000000000000000000e+00,2.802830728383660097e-01
1.000000000000000000e+00,2.666717432554647771e-01
1.000000000000000000e+00,2.592679573357388190e-01
1.000000000000000000e+00,2.541254086268727175e-01
1.000000000000000000e+00,2.764318093326978976e-01
1.000000000000000000e+00,2.940154479403160881e-01
1.000000000000000000e+00,3.220145058241490887e-01
1.000000000000000000e+00,2.726671584976397833e-01
1.000000000000000000e+00,2.485774678298181828e-01
1.000000000000000000e+00,2.293325498521389949e-01
1.000000000000000000e+00,2.494587418320645400e-01
1.000000000000000000e+00,2.371069527736384686e-01
1.000000000000000000e+00,2.692987948050259428e-01
1.000000000000000000e+00,2.717803623992497974e-01
1.000000000000000000e+00,2.332579258387104670e-01
1.000000000000000000e+00,2.281509679488191167e-01
1.000000000000000000e+00,2.318463170572303000e-01
1.000000000000000000e+00,2.454375613866024153e-01
1.000000000000000000e+00,2.878192612156043606e-01
1.000000000000000000e+00,2.548875982976048782e-01
1.000000000000000000e+00,2.684366078905221498e-01
1.000000000000000000e+00,2.676322967625332505e-01
1.000000000000000000e+00,2.604319929526356381e-01
1.000000000000000000e+00,2.727120426721685309e-01
1.000000000000000000e+00,2.761473174299436950e-01
1.000000000000000000e+00,2.967206751720671276e-01
1.000000000000000000e+00,2.714791778321486992e-01
1.000000000000000000e+00,2.768338300860204715e-01
1.000000000000000000e+00,2.594908723016824958e-01
1.000000000000000000e+00,2.301732181103617603e-01
1.000000000000000000e+00,2.809877237449599496e-01
1.000000000000000000e+00,2.663143809569518128e-01
1.000000000000000000e+00,2.596691362043717644e-01
1.000000000000000000e+00,2.487700391933290456e-01
1.000000000000000000e+00,2.300707125662676822e-01
1.000000000000000000e+00,2.434708439131087199e-01
1.000000000000000000e+00,2.678470292887236148e-01
1.000000000000000000e+00,3.028124611530663146e-01
1.000000000000000000e+00,2.855414711377022297e-01
1.000000000000000000e+00,2.747293765321178749e-01
1.000000000000000000e+00,2.849594570792050585e-01
1.000000000000000000e+00,2.561507645486212348e-01
1.000000000000000000e+00,2.725723976142849225e-01
1.000000000000000000e+00,2.661887385194557365e-01
1.000000000000000000e+00,2.711004214949621627e-01
1.000000000000000000e+00,3.200746107081654523e-01
1.000000000000000000e+00,3.392949868072343556e-01
1.000000000000000000e+00,2.848178886504409424e-01
1.000000000000000000e+00,2.251804451411658359e-01
1.000000000000000000e+00,2.225047373628782355e-01
1.000000000000000000e+00,2.217378981751834677e-01
1.000000000000000000e+00,2.559124800129689570e-01
1.000000000000000000e+00,2.178647096320015519e-01
1.000000000000000000e+00,2.453094809961142431e-01
1.000000000000000000e+00,2.410903052997802887e-01
1.000000000000000000e+00,2.443038670979520155e-01
1.000000000000000000e+00,2.209620689209841615e-01
1.000000000000000000e+00,2.533978764444981824e-01
1.000000000000000000e+00,2.501370608802345186e-01
1.000000000000000000e+00,2.365213102482986718e-01
1.000000000000000000e+00,2.884338286507151516e-01
1.000000000000000000e+00,3.081646487458561956e-01
1.000000000000000000e+00,2.683133672937507708e-01
1.000000000000000000e+00,2.641250704421070350e-01
1.000000000000000000e+00,2.588380752589446998e-01
1.000000000000000000e+00,2.632165190732310700e-01
1.000000000000000000e+00,2.491378801228454620e-01
1.000000000000000000e+00,2.667191798569336636e-01
1.000000000000000000e+00,2.481140837922776454e-01
1.000000000000000000e+00,2.322888276597009916e-01
1.000000000000000000e+00,2.613206541124587501e-01
1.000000000000000000e+00,2.555453319392498868e-01
1.000000000000000000e+00,3.119059241619077660e-01
1.000000000000000000e+00,3.109894651556351919e-01
1.000000000000000000e+00,3.038687812648835918e-01
1.000000000000000000e+00,2.602527552924814302e-01
1.000000000000000000e+00,2.886401239042248879e-01
1.000000000000000000e+00,2.724257291636542067e-01
1.000000000000000000e+00,2.625995617222324774e-01
1.000000000000000000e+00,3.030523940476093081e-01
1.000000000000000000e+00,3.008588868132364147e-01
1.000000000000000000e+00,2.568413245459317262e-01
1.000000000000000000e+00,2.661522838984948236e-01
1.000000000000000000e+00,2.746239382923108541e-01
1.000000000000000000e+00,2.756718336144727277e-01
1.000000000000000000e+00,2.703450773324110323e-01
1.000000000000000000e+00,2.810774380141228823e-01
1.000000000000000000e+00,2.695618527446466128e-01
1.000000000000000000e+00,2.523718534155285909e-01
1.000000000000000000e+00,2.856517982872491257e-01
1.000000000000000000e+00,2.600074455848566668e-01
1.000000000000000000e+00,2.266351959706225938e-01
1.000000000000000000e+00,2.175490194192575000e-01
1.000000000000000000e+00,2.189055440160184440e-01
1.000000000000000000e+00,2.463578031888851716e-01
1.000000000000000000e+00,2.603245252822994904e-01
1.000000000000000000e+00,2.790324711913330091e-01
1.000000000000000000e+00,2.518380812219562226e-01
1.000000000000000000e+00,2.333193484822311536e-01
1.000000000000000000e+00,2.405756390973011472e-01
1.000000000000000000e+00,2.724486501599535093e-01
1.000000000000000000e+00,2.492710413583610063e-01
1.000000000000000000e+00,2.245374934085915819e-01
1.000000000000000000e+00,2.605710071159171304e-01
1.000000000000000000e+00,3.211653180545182562e-01
1.000000000000000000e+00,2.692644372533670172e-01
1.000000000000000000e+00,2.511558759148715958e-01
1.000000000000000000e+00,2.390872186722841630e-01
1.000000000000000000e+00,2.466982154962152618e-01
1.000000000000000000e+00,2.539770075015452822e-01
1.000000000000000000e+00,2.514658161765983557e-01
1.000000000000000000e+00,2.636906973390035214e-01
1.000000000000000000e+00,2.461536327893129872e-01
1.000000000000000000e+00,2.334715652603611968e-01
1.000000000000000000e+00,2.454338960245681101e-01
1.000000000000000000e+00,2.028941695225983388e-01
1.000000000000000000e+00,2.332789822366801435e-01
1.000000000000000000e+00,2.111750105988562942e-01
1.000000000000000000e+00,2.530403371084162245e-01
1.000000000000000000e+00,2.749750274868467681e-01
1.000000000000000000e+00,2.781077335864137745e-01
1.000000000000000000e+00,2.481546442233286964e-01
1.000000000000000000e+00,2.422950273654674302e-01
1.000000000000000000e+00,2.580566492504046128e-01
1.000000000000000000e+00,2.463947044853554424e-01
1.000000000000000000e+00,2.519266360576347674e-01
1.000000000000000000e+00,2.424606443135229883e-01
1.000000000000000000e+00,2.719209757143323802e-01
1.000000000000000000e+00,3.233083934363440992e-01
1.000000000000000000e+00,2.596009970831558156e-01
1.000000000000000000e+00,2.820749317734900785e-01
1.000000000000000000e+00,2.860200770468865339e-01
1.000000000000000000e+00,2.769801276732719031e-01
1.000000000000000000e+00,2.801130375613149481e-01
1.000000000000000000e+00,2.735197857423149470e-01
1.000000000000000000e+00,2.674594074334874505e-01
1.000000000000000000e+00,2.741274149303736807e-01
1.000000000000000000e+00,2.834430343583954626e-01
1.000000000000000000e+00,2.549937583823635445e-01
1.000000000000000000e+00,2.500399997191937729e-01
1.000000000000000000e+00,2.766979532239025596e-01
1.000000000000000000e+00,2.843975347418057353e-01
1.000000000000000000e+00,2.830676503672824307e-01
1.000000000000000000e+00,2.979233577350233753e-01
1.000000000000000000e+00,2.810855141211544561e-01
1.000000000000000000e+00,2.811771885261277748e-01
1.000000000000000000e+00,2.809108949132762545e-01
1.000000000000000000e+00,2.748108651042258099e-01
1.000000000000000000e+00,2.894552924297703056e-01
1.000000000000000000e+00,2.786284489866676095e-01
1.000000000000000000e+00,2.539323965019799623e-01
1.000000000000000000e+00,2.545190016119580623e-01
1.000000000000000000e+00,2.232970952220581506e-01
1.000000000000000000e+00,2.750076267361370452e-01
1.000000000000000000e+00,2.394169362865400386e-01
1.000000000000000000e+00,2.749138850284622571e-01
1.000000000000000000e+00,2.583182624240074055e-01
1.000000000000000000e+00,2.073947888806655648e-01
1.000000000000000000e+00,2.106092708186838025e-01
1.000000000000000000e+00,2.270210780353391633e-01
1.000000000000000000e+00,2.167384921211354121e-01
1.000000000000000000e+00,2.058660220562928411e-01
1.000000000000000000e+00,2.127952027695302895e-01
1.000000000000000000e+00,2.645289279752496836e-01
